jh	ny	scts	‘¬≤˙”Õ£®∂÷£©	‘¬≤˙ÀÆ(∂÷)	‘¬≤˙∆¯(ÕÚ∑Ω)	¿€≤˙”Õ(ÕÚ∂÷)	¿€≤˙ÀÆ(ÕÚ∂÷)	¿€≤˙∆¯(ÕÚ∑Ω)	Ã◊—π	”Õ—π	æ≤—π	¡˜—π
”¢∂´102	201309	25.65	120.07	30.22	1.4254	0.2653 	0.0280 	0.0011 	1.39	0.00	0.00	0.00
”¢∂´104	201309	0.00	0.00	0.00	0.0000	0.0069 	0.0200 	0.0006 	0.00	0.00	0.00	0.00
”¢∂´105	201309	30.00	650.71	24.76	3.6533	0.6110 	0.0290 	0.0059 	4.48	2.32	0.00	0.00
”¢∂´107	201309	0.00	0.00	0.00	0.0000	0.0675 	0.0102 	0.0005 	0.00	0.00	0.00	0.00
”¢∂´108	201309	0.00	0.00	0.00	0.0000	0.1157 	0.0417 	0.0039 	0.00	0.00	0.00	0.00
”¢∂´113	201309	29.92	73.66	2.45	3.0240	0.0462 	0.0074 	0.0013 	1.16	0.00	0.00	0.00
”¢∂´114	201309	9.13	1.42	80.89	0.3423	0.0111 	0.0521 	0.0011 	0.37	0.00	0.00	0.00
”¢∂´115	201309	15.96	128.92	16.66	0.6953	0.0129 	0.0017 	0.0001 	0.97	0.00	0.00	0.00
”¢∂´116	201309	12.13	39.22	9.84	0.7452	0.0797 	0.0075 	0.0011 	0.89	0.00	0.00	0.00
”¢∂´117	201309	27.75	139.43	5.33	2.9202	0.1277 	0.0074 	0.0020 	1.02	0.00	0.00	0.00
”¢∂´119	201309	7.38	65.36	7.69	0.7322	0.0918 	0.0089 	0.0008 	1.25	0.00	0.00	0.00
”¢ ‘1-1	201309	29.92	67.68	169.83	2.7761	0.1164 	0.0731 	0.0056 	0.82	0.00	0.00	0.00
”¢ ‘1-2	201309	29.92	221.30	19.82	2.4098	0.3232 	0.0425 	0.0090 	0.79	0.00	0.00	0.00
”¢ ‘1-3	201309	29.13	212.81	51.46	2.9405	0.4764 	0.0416 	0.0073 	0.80	0.00	0.00	0.00
”¢ ‘1-4	201309	29.92	117.77	174.85	2.7445	0.4756 	0.1442 	0.0077 	0.79	0.00	0.00	0.00
”¢ ‘11-1	201309	3.00	65.99	2.42	0.4220	0.4804 	0.0134 	0.0051 	1.60	0.00	0.00	0.00
”¢ ‘12-1	201309	29.83	382.56	18.95	3.6763	0.2912 	0.0152 	0.0038 	0.96	0.00	0.00	0.00
”¢ ‘13-1	201309	29.25	356.55	15.79	3.9646	0.0702 	0.0048 	8.3713 	1.01	0.00	0.00	0.00
”¢ ‘14-1	201309	0.00	0.00	0.00	0.0000	0.0163 	0.0073 	0.0060 	0.00	0.00	0.00	0.00
”¢ ‘15-1	201309	30.00	246.40	11.64	3.0388	0.1549 	0.0115 	0.0072 	1.02	0.00	0.00	0.00
”¢ ‘2-1	201309	29.92	113.36	2.71	3.1176	0.1256 	0.0202 	0.0045 	0.40	0.00	0.00	0.00
”¢ ‘2-2	201309	0.00	0.00	0.00	0.0000	0.0178 	0.0087 	0.0029 	0.00	0.00	0.00	0.00
”¢ ‘2-3	201309	0.00	0.00	0.00	0.0000	0.0045 	0.0050 	0.0028 	0.00	0.00	0.00	0.00
”¢ ‘2-4	201309	29.92	566.10	66.05	3.6478	0.4771 	0.0437 	0.0103 	0.90	0.00	0.00	0.00
”¢ ‘2-5	201309	0.00	0.00	0.00	0.0000	0.0131 	0.0046 	0.0041 	0.00	0.00	0.00	0.00
”¢ ‘3-1	201309	0.00	0.00	0.00	0.0000	0.0048 	0.0000 	0.0021 	0.00	0.00	0.00	0.00
”¢ ‘4-3	201309	29.92	204.73	14.46	3.7907	0.4289 	0.1817 	0.0053 	0.94	0.00	0.00	0.00
”¢ ‘6-1	201309	0.00	0.00	0.00	0.0000	0.0034 	0.0265 	0.0001 	0.00	0.00	0.00	0.00
”¢ ‘8-1	201309	27.00	425.47	5.07	2.4620	0.4564 	0.0152 	0.0080 	0.34	0.00	0.00	0.00
”¢ ‘9-1	201309	29.92	340.81	16.48	3.8469	0.5012 	0.0229 	0.0310 	2.96	0.00	0.00	0.00
